Jurisdictions,EffectiveDate,ValidThroughDate,pmp2012,access_Prescribers,access_Dispensers,access_RegulatoryBoards,access_MedicalExaminer/Coroner,access_DrugCourts,access_None,prescriber-access_Currentpatients,prescriber-access_Prospectivepatients,prescriber-access_Formerpatients,prescriber-access_None,dispenser-access_Currentpatients,dispenser-access_Prospectivepatients,dispenser-access_Formerpatients,dispenser-access_None,delegate,patient-access,instate-yn,instate-le_TherearenorestrictionsonlawenforcementaccesstoPDMPdata,instate-le_Lawenforcementhasaccessforactiveinvestigations,instate-le_Lawenforcementmustbegrantedaccessbysubpoena,instate-le_Lawenforcementmustbegrantedaccessbyissuanceofwarrant/judicialfindingofprobablecause,pdmp-outstate,outstate-le_NorestrictionsonlawenforcementaccesstoPDMPdata,outstate-le_Lawenforcementhasaccessforactiveinvestigations,outstate-le_Lawenforcementmustbegrantedaccessbysubpoena,outstate-le_Lawenforcementmustbegrantedaccessbyissuanceofwarrant/judicialfindingofprobablecause,table_type,Jurisdictions:1,EffectiveDate:1,ValidThroughDate:1,pmp2012:1,agency_Lawenforcement,agency_DepartmentofHealth/HHS,agency_Consumerprotectionagency,agency_Professionallicensingauthority(e.g.PharmacyorMedicalBoard),agency_AttorneyGeneral,agency_Other,pmp-funding_Appropriationprovisions,pmp-funding_Chargingfees,pmp-funding_Grants,pmp-funding_Gifts,pmp-funding_Nofundingprovisionsincludedinthelaw,oversight,evaluation,purge-time,proactive-permit,proactive-actionrequire_Mustreporttolawenforcement,proactive-actionrequire_Mustreporttoprofessionallicensingbody,proactive-actionrequire_Mustreporttoprescriberordispenser,proactive-actionrequire_Permittedtoreporttolawenforcement,proactive-actionrequire_Permittedtoreporttoprofessionallicensingbody,proactive-actionrequire_Permittedtoreporttoprescriberordispenser,proactive-actionrequire_Other,foia,research,pdmp-research,table_type:1,Jurisdictions:2,EffectiveDate:2,ValidThroughDate:2,pmp2012:2,agency_Lawenforcement:1,agency_DepartmentofHealth/HHS:1,agency_Consumerprotectionagency:1,agency_Professionallicensingauthority(e.g.PharmacyorMedicalBoard):1,agency_AttorneyGeneral:1,agency_Other:1,pmp-funding_Appropriationprovisions:1,pmp-funding_Chargingfees:1,pmp-funding_Grants:1,pmp-funding_Gifts:1,pmp-funding_Nofundingprovisionsincludedinthelaw:1,oversight:1,evaluation:1,purge-time:1,proactive-permit:1,proactive-actionrequire_Mustreporttolawenforcement:1,proactive-actionrequire_Mustreporttoprofessionallicensingbody:1,proactive-actionrequire_Mustreporttoprescriberordispenser:1,proactive-actionrequire_Permittedtoreporttolawenforcement:1,proactive-actionrequire_Permittedtoreporttoprofessionallicensingbody:1,proactive-actionrequire_Permittedtoreporttoprescriberordispenser:1,proactive-actionrequire_Other:1,foia:1,research:1,pdmp-research:1,table_type:2
"Kansas","2008-07-01","2009-06-30","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access","Kansas","2008-07-01","2009-06-30","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","admin","Kansas","2008-07-01","2009-06-30","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","admin"
"Kansas","2014-08-13","2015-02-03","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kentucky","1998-07-15","1998-12-15","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","access","Kentucky","1998-07-15","1998-12-15","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","1","0",".","admin","Kentucky","1998-07-15","1998-12-15","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","1","0",".","admin"
"Kentucky","2012-04-11","2012-07-19","1","1","1","1","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0","access","Kentucky","2012-04-11","2012-07-19","1","0","1","0","0","0","0","0","0","1","0","0","0","0","4","1","0","1","0","0","0","0","0","1","1","0","admin","Kentucky","2012-04-11","2012-07-19","1","0","1","0","0","0","0","0","0","1","0","0","0","0","4","1","0","1","0","0","0","0","0","1","1","0","admin"
"Kentucky","2012-07-20","2013-03-03","1","1","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kentucky","2013-03-04","2013-03-18","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","0","0","access","Kentucky","2013-03-04","2013-03-18","1","0","1","0","0","0","0","0","0","1","0","0","0","0","2","1","0","1","0","0","0","0","0","1","1","0","admin","Kentucky","2013-03-04","2013-03-18","1","0","1","0","0","0","0","0","0","1","0","0","0","0","2","1","0","1","0","0","0","0","0","1","1","0","admin"
"Kentucky","2013-06-25","2013-06-30","1","1","1","1","1","1","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Louisiana","2006-07-01","2007-07-19","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","1","0","0","1","1","access","Louisiana","2006-07-01","2007-07-19","1","0","0","0","1","0","0","1","1","1","0","0","1","1","4","1","0","1","0","0","0","0","0","1","1","0","admin","Louisiana","2006-07-01","2007-07-19","1","0","0","0","1","0","0","1","1","1","0","0","1","1","4","1","0","1","0","0","0","0","0","1","1","0","admin"
"Louisiana","2013-08-01","2014-06-19","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maine","2003-09-13","2004-06-21","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0",".",".",".",".","0",".",".",".",".","access","Maine","2003-09-13","2004-06-21","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","admin","Maine","2003-09-13","2004-06-21","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","admin"
"Maine","2009-10-01","2011-06-19","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0",".",".",".",".","0",".",".",".",".","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland","2011-10-01","2012-04-09","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1","0","0","1","0","access","Maryland","2011-10-01","2012-04-09","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0",".",".",".",".",".",".",".","1","1","1","admin","Maryland","2011-10-01","2012-04-09","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0",".",".",".",".",".",".",".","1","1","1","admin"
"Massachusetts","1998-01-01","1998-02-19","1","0","0","0","0","0","1",".",".",".",".",".",".",".",".","0","0","0",".",".",".",".","0",".",".",".",".","access","Massachusetts","1998-01-01","1998-02-19","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin","Massachusetts","1998-01-01","1998-02-19","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin"
"Massachusetts","1998-02-20","1998-09-03","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","access","Massachusetts","1998-02-20","1998-09-03","1","0","1","0","0","0","0","0","0","0","0","1","1","1","4","1","0","0","0","0","1","0","0","1","0",".","admin","Massachusetts","1998-02-20","1998-09-03","1","0","1","0","0","0","0","0","0","0","0","1","1","1","4","1","0","0","0","0","1","0","0","1","0",".","admin"
"Massachusetts","2008-08-08","2008-09-15","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts","2014-12-05","2015-06-30","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michigan","2003-01-06","2003-01-06","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","0","1","1","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michigan","2002-01-03","2003-01-05","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","1","1","0","0","1","1","access","Michigan","2002-01-03","2003-01-05","1","0","0","1","0","0","0","0","1","0","1","0","0","0","4","0","0","0","0","0","0","0","0","1","0",".","admin","Michigan","2002-01-03","2003-01-05","1","0","0","1","0","0","0","0","1","0","1","0","0","0","4","0","0","0","0","0","0","0","0","1","0",".","admin"
"Minnesota","2007-07-01","2008-07-31","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","access","Minnesota","2007-07-01","2008-07-31","1","0","0","0","1","0","0","0","1","0","0","0","1","1","3","0","0","0","0","0","0","0","0","1","0",".","admin","Minnesota","2007-07-01","2008-07-31","1","0","0","0","1","0","0","0","1","0","0","0","1","1","3","0","0","0","0","0","0","0","0","1","0",".","admin"
"Minnesota","2010-07-01","2011-07-20","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","0","0","0","1","access","Minnesota","2010-07-01","2011-07-20","1","0","0","0","1","0","0","0","1","1","0","0","1","1","3","0","0","0","0","0","0","0","0","1","0",".","admin","Minnesota","2010-07-01","2011-07-20","1","0","0","0","1","0","0","0","1","1","0","0","1","1","3","0","0","0","0","0","0","0","0","1","0",".","admin"
"Minnesota","2014-07-01","2014-07-31","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","0","0","0","1","access","Minnesota","2014-07-01","2014-07-31","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","0",".",".",".",".",".",".",".","1","1","1","admin","Minnesota","2014-07-01","2014-07-31","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","0",".",".",".",".",".",".",".","1","1","1","admin"
"Mississippi","2006-06-30","2008-06-30","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0",".",".",".",".","0",".",".",".",".","access","Mississippi","2006-06-30","2008-06-30","1","0","0","0","1","0","0","0","0","1","1","0","0","0","4","1","1","1","1","0","0","0","0","1","0",".","admin","Mississippi","2006-06-30","2008-06-30","1","0","0","0","1","0","0","0","0","1","1","0","0","0","4","1","1","1","1","0","0","0","0","1","0",".","admin"
"Mississippi","2008-07-01","2009-06-30","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access","Mississippi","2008-07-01","2009-06-30","1","0","0","0","1","0","0","0","0","1","1","0","0","0","4","1","1","1","1","0","0","0","0","1","1","1","admin","Mississippi","2008-07-01","2009-06-30","1","0","0","0","1","0","0","0","0","1","1","0","0","0","4","1","1","1","1","0","0","0","0","1","1","1","admin"
"Missouri","2001-01-01","2016-07-01","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","access","Missouri","2001-01-01","2016-07-01","0",".",".",".",".",".",".","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin","Missouri","2001-01-01","2016-07-01","0",".",".",".",".",".",".","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin"
"Montana","2011-07-01","2011-09-30","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","access","Montana","2011-07-01","2011-09-30","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","1","1","1","admin","Montana","2011-07-01","2011-09-30","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","1","1","1","admin"
"Montana","2012-03-09","2013-09-30","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","1","0","0","1","0","1","0","0","1","0","access","Montana","2012-03-09","2013-09-30","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","0","1","0","0","0","0","1","1","0","admin","Montana","2012-03-09","2013-09-30","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","0","1","0","0","0","0","1","1","0","admin"
"Nebraska","2011-08-27","2014-07-17","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".",".",".",".","0",".",".",".",".","access","Nebraska","2011-08-27","2014-07-17","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin","Nebraska","2011-08-27","2014-07-17","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin"
"Nevada","1999-10-01","2001-05-09","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0",".",".",".",".","0","0","0","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","1998-01-01","1999-06-30","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0",".",".",".",".","0",".",".",".",".","access","Nevada","1998-01-01","1999-06-30","1","1","0","0","1","0","0","0","1","1","1","0","0","0","4","1","1","1","0","0","0","0","0","1","0",".","admin","Nevada","1998-01-01","1999-06-30","1","1","0","0","1","0","0","0","1","1","1","0","0","0","4","1","1","1","0","0","0","0","0","1","0",".","admin"
"Nevada","2007-10-01","2007-10-30","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0",".",".",".",".","0","0","0","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","2013-07-01","2015-09-30","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0",".",".",".",".","0",".",".",".",".","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","2015-10-01","2015-12-31","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","1","1","0","0","0","0",".",".",".",".","access","Nevada","2015-10-01","2015-12-31","1","1","0","0","1","0","0","0","1","1","1","0","0","0","4","1","1","1","1","0","0","0","0","1","1","0","admin","Nevada","2015-10-01","2015-12-31","1","1","0","0","1","0","0","0","1","1","1","0","0","0","4","1","1","1","1","0","0","0","0","1","1","0","admin"
"New Hampshire","2012-06-12","2013-06-06","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0",".",".",".",".","access","New Hampshire","2012-06-12","2013-06-06","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","0","0","0","0","1","0",".","admin","New Hampshire","2012-06-12","2013-06-06","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","0","0","0","0","1","0",".","admin"
"New Hampshire","2015-07-20","2016-01-20","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0",".",".",".",".","access","New Hampshire","2015-07-20","2016-01-20","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","admin","New Hampshire","2015-07-20","2016-01-20","1","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","admin"
"New Hampshire","2016-01-21","2016-06-06","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0",".",".",".",".","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey","2010-08-01","2015-10-31","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","0","1","1","access","New Jersey","2010-08-01","2015-10-31","1","1","0","0","0","0","0","1","1","0","0","0","0","0","4","0",".",".",".",".",".",".",".","1","1","1","admin","New Jersey","2010-08-01","2015-10-31","1","1","0","0","0","0","0","1","1","0","0","0","0","0","4","0",".",".",".",".",".",".",".","1","1","1","admin"
"New Jersey","2015-11-01","2016-07-01","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","access","New Jersey","2015-11-01","2016-07-01","1","1","0","1","0","0","0","1","1","0","0","0","0","1","4","1","1","1","0","0","0","1","0","1","1","1","admin","New Jersey","2015-11-01","2016-07-01","1","1","0","1","0","0","0","1","1","0","0","0","0","1","4","1","1","1","0","0","0","1","0","1","1","1","admin"
"New Mexico","2004-07-15","2008-01-14","1","1","1","1","0","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access","New Mexico","2004-07-15","2008-01-14","1","0","0","0","1","0","0","0","0","0","0","1","0","0","4","1","0","0","0","0","0","0","1","1","1","0","admin","New Mexico","2004-07-15","2008-01-14","1","0","0","0","1","0","0","0","0","0","0","1","0","0","4","1","0","0","0","0","0","0","1","1","1","0","admin"
"New Mexico","2011-06-11","2012-08-30","1","1","1","1","0","1","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","access","New Mexico","2011-06-11","2012-08-11","1","0","0","0","1","0","0","0","0","0","0","1","0","1","4","1","0","0","0","0","0","0","1","1","1","0","admin","New Mexico","2011-06-11","2012-08-11","1","0","0","0","1","0","0","0","0","0","0","1","0","1","4","1","0","0","0","0","0","0","1","1","1","0","admin"
"New York","1998-11-01","2001-04-30","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0",".",".",".",".","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York","1998-01-01","1998-10-31","1","0","0","0","0","0","1",".",".",".",".",".",".",".",".","0","0","1","0","0","1","1","0",".",".",".",".","access","New York","1998-01-01","1998-10-31","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",".","admin","New York","1998-01-01","1998-10-31","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",".","admin"
"New York","2004-10-19","2006-04-18","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0",".",".",".",".","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York","2013-08-27","2014-06-28","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1","1","0",".",".",".",".","access","New York","2013-08-27","2014-06-28","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0",".","admin","New York","2013-08-27","2014-06-28","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0",".","admin"
"North Carolina","2006-01-01","2006-12-31","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0",".",".",".",".","access","North Carolina","2006-01-01","2006-12-31","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","admin","North Carolina","2006-01-01","2006-12-31","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","admin"
"North Carolina","2013-06-19","2013-12-31","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0",".",".",".",".","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Dakota","2007-04-05","2007-04-23","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access","North Dakota","2007-04-05","2007-04-23","1","0","0","0","1","0","0","0","1","0","0","0","1","0","4","1","0","0","0","1","1","0","0","1","1","1","admin","North Dakota","2007-04-05","2007-04-23","1","0","0","0","1","0","0","0","1","0","0","0","1","0","4","1","0","0","0","1","1","0","0","1","1","1","admin"
"Ohio","2005-05-18","2005-08-18","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access","Ohio","2005-05-18","2005-08-18","1","0","0","0","1","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","1","0",".","admin","Ohio","2005-05-18","2005-08-18","1","0","0","0","1","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","1","0",".","admin"
"Ohio","2013-03-13","2013-09-28","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","access","Ohio","2013-03-13","2013-09-28","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","1","1","admin","Ohio","2013-03-13","2013-09-28","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","1","1","admin"
"Oklahoma","1998-01-01","1998-06-30","1","0","0","0","0","0","1",".",".",".",".",".",".",".",".","0","0","1","0","1","0","0","1","0","1","0","0","access","Oklahoma","1998-01-01","1998-06-30","1","1","0","0","0","0","0","0","0","0","0","1","0","0","4","1","0","0","0","1","1","0","0","1","0",".","admin","Oklahoma","1998-01-01","1998-06-30","1","1","0","0","0","0","0","0","0","0","0","1","0","0","4","1","0","0","0","1","1","0","0","1","0",".","admin"
"Oklahoma","2004-05-12","2005-06-30","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma","2010-11-01","2012-06-24","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma","2015-11-01","2016-04-25","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oregon","2009-07-23","2010-06-30","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","access","Oregon","2009-07-23","2010-06-30","1","0","1","0","0","0","0","0","1","0","0","0","1","1","4","0",".",".",".",".",".",".",".","0","0",".","admin","Oregon","2009-07-23","2010-06-30","1","0","1","0","0","0","0","0","1","0","0","0","1","1","4","0",".",".",".",".",".",".",".","0","0",".","admin"
"Oregon","2010-07-01","2011-05-04","1","1","1","1","0","0","0","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","1","0","0","0","1","access","Oregon","2010-07-01","2011-05-04","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0",".",".",".",".",".",".",".","1","1","1","admin","Oregon","2010-07-01","2011-05-04","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0",".",".",".",".",".",".",".","1","1","1","admin"
"Oregon","2011-08-05","2013-11-18","1","1","1","1","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","1","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania","1998-01-01","2015-01-25","1","0","0","0","0","0","1",".",".",".",".",".",".",".",".","0","0","0",".",".",".",".","0",".",".",".",".","access","Pennsylvania","1998-01-01","2015-01-25","1","0","0","0","0","1","0","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin","Pennsylvania","1998-01-01","2015-01-25","1","0","0","0","0","1","0","0","0","0","0","1","0","0","4","0",".",".",".",".",".",".",".","0","0",".","admin"
"Pennsylvania","2015-06-30","2016-07-01","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0",".",".",".",".","0",".",".",".",".","access","Pennsylvania","2015-06-30","2016-07-01","1","0","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","admin","Pennsylvania","2015-06-30","2016-07-01","1","0","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","admin"
"Rhode Island","1998-01-01","1999-06-27","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0",".",".",".",".","access","Rhode Island","1998-01-01","1999-06-27","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","1","0","0","0","1","1","1","admin","Rhode Island","1998-01-01","1999-06-27","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","1","0","0","0","1","1","1","admin"
"Rhode Island","2013-06-24","2014-05-26","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","access","Rhode Island","2013-06-24","2014-05-26","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","admin","Rhode Island","2013-06-24","2014-05-26","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","admin"
"Rhode Island","2014-07-08","2014-07-16","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","0","0","0","1","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Carolina","2006-06-14","2014-06-05","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access","South Carolina","2006-06-14","2014-06-05","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","1","1","1","0","0","0","0","0","1","1","1","admin","South Carolina","2006-06-14","2014-06-05","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","1","1","1","0","0","0","0","0","1","1","1","admin"
"South Carolina","2014-06-06","2016-07-01","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","access",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Dakota","2010-07-01","2011-05-29","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","access","South Dakota","2010-07-01","2011-05-29","1","0","0","0","1","0","0","0","1","0","0","0","1","0","4","1","0","0","0","1","1","0","0","1","1","1","admin","South Dakota","2010-07-01","2011-05-29","1","0","0","0","1","0","0","0","1","0","0","0","1","0","4","1","0","0","0","1","1","0","0","1","1","1","admin"
